Unnamed: 0,ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
25558,17293,Female,Loyal Customer,25,Business Travel,Eco,403,0,3,0,4,3,0,3,3,2,5,5,3,2,3,0,0,Satisfied
96126,75148,Male,Disloyal Customer,28,Business Travel,Business,1157,5,5,5,3,5,5,5,5,3,3,5,4,4,5,0,18,Satisfied
57892,102352,Male,Loyal Customer,40,Business Travel,Business,2246,5,5,5,5,3,5,5,5,5,5,5,5,5,4,0,0,Satisfied
7697,11382,Male,Loyal Customer,30,Business Travel,Business,3583,4,4,4,4,5,5,5,5,5,2,5,5,5,5,54,39,Satisfied
79476,128160,Male,Loyal Customer,39,Business Travel,Business,1849,4,4,4,4,4,5,4,4,4,4,4,4,4,3,26,48,Satisfied
56516,72774,Male,Disloyal Customer,22,Business Travel,Business,1045,5,4,5,5,5,5,5,5,4,3,5,5,5,5,17,9,Satisfied
63173,95649,Male,Loyal Customer,,Business Travel,Business,2028,2,2,2,2,4,4,4,4,5,3,4,5,4,4,15,7,Satisfied
50453,41102,Female,Loyal Customer,37,Business Travel,Business,224,3,3,3,3,1,2,4,5,5,5,4,5,5,1,0,0,Satisfied
79307,103507,Male,Loyal Customer,26,Business Travel,Business,3441,5,5,5,5,4,4,4,4,4,4,4,5,5,4,0,0,Satisfied
89225,107375,Female,Loyal Customer,31,Business Travel,Business,2148,5,5,5,5,4,4,4,4,4,3,5,5,5,4,0,0,Satisfied
3912,87064,Male,Loyal Customer,,Business Travel,Business,3816,1,1,3,1,5,5,5,5,4,4,4,4,5,5,13,2,Satisfied
2541,7348,Male,Loyal Customer,58,Business Travel,Business,464,3,3,3,3,4,5,5,4,4,4,4,4,4,3,19,29,Satisfied
7063,2036,Female,Loyal Customer,22,Business Travel,Business,3692,2,2,2,2,4,4,4,4,4,3,4,3,4,4,36,26,Satisfied
90679,43989,Female,Disloyal Customer,38,Business Travel,Eco,334,4,0,4,4,1,4,1,1,4,2,3,1,4,1,17,7,Satisfied
100886,41995,Female,Loyal Customer,31,Business Travel,Eco,106,4,2,2,2,4,4,4,4,1,3,4,2,3,4,15,14,Satisfied
34275,108632,Female,Loyal Customer,44,Business Travel,Business,3665,3,5,3,3,1,2,3,3,3,2,3,4,3,4,0,0,Satisfied
28804,30785,Female,Loyal Customer,35,Business Travel,Business,2978,3,3,3,3,1,4,3,4,4,4,4,5,4,3,0,0,Satisfied
53723,20923,Female,Disloyal Customer,25,Business Travel,Eco,689,4,4,4,1,,4,3,3,1,5,5,4,2,3,0,0,Satisfied
63342,126068,Female,Loyal Customer,22,Business Travel,Business,3958,2,2,2,2,5,5,5,5,3,4,4,3,4,5,0,2,Satisfied
89338,41249,Female,Loyal Customer,24,Business Travel,Business,852,5,5,5,5,4,4,4,4,5,5,3,2,2,4,0,0,Satisfied
56079,75635,Male,Loyal Customer,48,Business Travel,Business,3567,5,5,5,5,4,4,5,4,4,5,4,4,4,4,0,0,Satisfied
79167,69492,Female,Loyal Customer,64,Business Travel,Eco Plus,696,3,4,4,4,5,3,3,3,3,3,3,2,3,1,0,14,Neutral or Dissatisfied
40691,51269,Female,Loyal Customer,39,Business Travel,Eco Plus,262,5,4,4,4,5,5,,5,2,4,1,4,5,5,0,0,Satisfied
64991,71953,Male,Loyal Customer,45,Business Travel,Business,1440,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,10,Satisfied
3706,9287,Female,Loyal Customer,9,Personal Travel,Eco,1190,4,4,4,3,4,4,4,4,4,4,4,5,5,4,0,0,Satisfied
38881,38474,Male,Loyal Customer,16,Business Travel,Business,846,5,5,5,5,4,4,4,4,3,1,2,2,1,4,0,0,Satisfied
84681,7152,Male,Loyal Customer,57,Business Travel,Business,135,3,3,3,3,4,4,4,5,5,5,4,4,5,3,33,30,Satisfied
34427,48311,Male,Loyal Customer,23,Personal Travel,Eco,1499,0,4,0,2,2,0,2,2,4,5,5,3,5,2,6,0,Satisfied
55653,79959,Male,Loyal Customer,44,Business Travel,Business,3849,4,3,3,3,1,4,3,4,4,4,4,3,4,1,0,0,Neutral or Dissatisfied
57835,99654,Female,Loyal Customer,15,Business Travel,Business,3854,3,2,2,2,3,3,3,3,3,5,4,1,3,3,0,0,Neutral or Dissatisfied
83386,86690,Male,Loyal Customer,48,Business Travel,Business,1747,3,3,3,3,2,3,5,4,4,5,4,4,4,5,0,1,Satisfied
60535,37757,Male,Loyal Customer,45,Business Travel,Eco Plus,1069,4,1,1,1,5,4,5,5,2,3,5,3,2,5,15,18,Satisfied
39495,113277,Female,Disloyal Customer,23,Business Travel,Eco,197,0,4,0,2,5,0,5,5,5,5,5,5,5,5,4,1,Satisfied
33399,121377,Female,Loyal Customer,50,Business Travel,Business,2279,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0,Satisfied
71828,63172,Male,Loyal Customer,61,Business Travel,Business,3882,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0,Satisfied
13827,69330,Female,Loyal Customer,43,Business Travel,Business,1089,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,2,Satisfied
33735,127495,Male,Loyal Customer,59,Personal Travel,Eco,2075,3,1,3,3,2,3,2,2,4,4,3,4,4,2,0,0,Neutral or Dissatisfied
136,4233,Female,Loyal Customer,47,Business Travel,Business,1020,3,1,3,3,2,4,5,5,5,5,5,3,5,5,0,0,Satisfied
78192,53566,Female,Loyal Customer,46,Business Travel,Eco,1195,1,3,3,3,4,2,3,1,1,1,1,4,1,2,0,0,Neutral or Dissatisfied
38709,69186,Female,Loyal Customer,67,Personal Travel,Eco,187,4,4,4,3,3,4,,3,3,4,3,5,3,5,0,0,Satisfied
98093,125347,Female,Loyal Customer,27,Business Travel,Business,599,3,3,3,3,3,4,3,3,4,5,5,3,4,3,0,0,Satisfied
73328,45994,Male,Loyal Customer,45,Business Travel,Business,483,3,3,3,3,2,2,3,4,4,4,4,2,4,3,0,0,Satisfied
37682,46879,Female,Loyal Customer,33,Business Travel,Business,2413,1,5,5,5,4,3,3,1,1,1,1,2,1,2,0,9,Neutral or Dissatisfied
31672,8143,Male,Loyal Customer,38,Business Travel,Business,3974,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,Satisfied
73822,4034,Female,Loyal Customer,37,Business Travel,Business,419,4,4,4,4,2,3,1,5,5,5,5,4,5,1,0,0,Satisfied
97414,56419,Female,Loyal Customer,39,Business Travel,Business,2635,3,5,3,3,2,5,4,4,4,4,4,4,4,5,25,6,Satisfied
102626,93085,Female,Loyal Customer,24,Business Travel,Business,860,,4,4,4,5,5,5,5,4,3,5,4,5,5,1,0,Satisfied
103130,84518,Male,Loyal Customer,39,Business Travel,Business,2504,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,0,Satisfied
39994,27348,Female,Loyal Customer,15,Business Travel,Business,2656,3,3,3,3,5,5,5,5,4,1,3,1,4,5,0,0,Satisfied
42621,117925,Female,Loyal Customer,46,Business Travel,Business,255,4,5,4,4,5,4,5,4,4,4,4,5,4,5,0,0,Satisfied
15155,124159,Female,Loyal Customer,30,Business Travel,Business,2133,4,4,4,4,5,5,5,5,5,4,4,4,4,5,0,17,Satisfied
580,29908,Female,Loyal Customer,43,Business Travel,Business,253,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0,Satisfied
31141,32025,Female,Loyal Customer,58,Business Travel,Business,102,2,2,2,2,4,3,4,5,5,5,4,5,5,4,0,0,Satisfied
24769,77569,Male,Disloyal Customer,22,Business Travel,Eco,1282,5,5,5,4,4,5,4,4,4,3,4,3,5,4,0,0,Satisfied
10140,102843,Male,Loyal Customer,47,Business Travel,Business,1562,4,4,4,4,3,4,5,5,5,5,5,3,5,3,5,10,Satisfied
86720,43757,Female,Loyal Customer,35,Business Travel,Business,2902,4,4,4,4,5,2,3,5,5,4,5,1,5,5,0,0,Satisfied
49433,97470,Male,Loyal Customer,48,Business Travel,Business,3439,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,Satisfied
28587,39913,Female,Loyal Customer,50,Business Travel,Business,1087,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,Satisfied
101087,109492,Male,Loyal Customer,38,Business Travel,Business,861,4,4,4,4,4,5,4,4,4,4,4,3,4,3,1,0,Satisfied
62166,24438,Male,Loyal Customer,30,Business Travel,Eco Plus,634,5,3,3,3,5,5,5,5,2,4,5,2,5,5,0,0,Satisfied
92442,87593,Male,Loyal Customer,28,Personal Travel,Eco,432,4,1,4,2,4,4,4,4,2,5,2,3,2,4,0,0,Satisfied
73201,46508,Female,Loyal Customer,32,Business Travel,Business,1899,4,4,4,4,5,5,4,5,1,4,2,5,5,5,0,0,Satisfied
63956,25669,Female,Disloyal Customer,24,Business Travel,Business,761,5,4,5,3,4,5,5,4,2,4,1,4,4,4,3,0,Satisfied
27112,105316,Female,Loyal Customer,55,Business Travel,Business,3111,1,1,1,1,4,5,4,2,2,2,2,4,2,5,30,28,Satisfied
2222,114522,Female,Loyal Customer,40,Personal Travel,Business,337,0,5,0,4,2,4,4,4,4,0,4,5,4,4,129,119,Satisfied
24469,88462,Male,Loyal Customer,37,Business Travel,Business,240,1,1,1,1,1,4,5,4,4,4,4,2,4,4,0,0,Satisfied
22840,98485,Male,Loyal Customer,50,Business Travel,Business,668,3,3,3,3,2,5,4,5,5,5,5,5,5,3,4,,Satisfied
18735,52923,Female,Loyal Customer,24,Business Travel,Business,679,4,4,4,4,5,5,5,5,4,1,5,4,4,5,39,24,Satisfied
31143,121570,Female,Loyal Customer,55,Business Travel,Business,1095,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,5,Satisfied
64900,40165,Male,Disloyal Customer,24,Business Travel,Eco,463,5,5,5,2,2,5,2,2,5,5,5,5,4,2,0,9,Satisfied
43533,93032,Male,Loyal Customer,33,Business Travel,Business,2532,5,5,3,5,5,5,5,5,4,2,4,5,4,5,21,8,Satisfied
25089,27315,Female,Disloyal Customer,25,Business Travel,Eco,1050,2,2,2,2,5,2,5,5,1,3,1,1,4,5,0,0,Neutral or Dissatisfied
6696,93077,Female,Loyal Customer,17,Business Travel,Business,860,1,1,1,1,5,5,,5,3,3,5,5,4,5,37,30,Satisfied
77875,109344,Female,Disloyal Customer,39,Business Travel,Business,1136,4,4,4,2,1,4,1,1,5,5,4,4,4,1,0,0,Satisfied
36476,92585,Female,Loyal Customer,56,Business Travel,Business,2218,3,3,2,3,5,5,4,4,4,4,4,3,4,5,3,0,Satisfied
91232,91886,Female,Loyal Customer,35,Business Travel,Business,2586,5,5,5,5,4,3,4,2,2,2,2,4,2,4,0,0,Satisfied
34778,50335,Female,Loyal Customer,54,Business Travel,Eco,134,2,5,5,5,4,4,5,2,2,2,2,4,2,5,7,0,Satisfied
81864,28910,Female,Loyal Customer,29,Business Travel,Eco,679,4,3,3,3,,4,4,4,1,3,4,5,2,4,0,0,Satisfied
50950,19318,Female,Loyal Customer,36,Business Travel,Business,743,1,1,1,1,3,5,4,2,2,2,2,2,2,3,0,0,Satisfied
18151,48335,Female,Loyal Customer,54,Business Travel,Business,674,5,5,5,5,1,3,5,5,5,5,5,2,5,2,6,12,Satisfied
30253,41834,Male,Disloyal Customer,20,Business Travel,Eco,462,,0,4,3,3,4,1,3,2,2,3,2,1,3,0,0,Satisfied
84833,18035,Female,Loyal Customer,52,Business Travel,Eco,605,4,1,1,1,5,4,4,4,4,4,4,5,4,5,21,16,Satisfied
93172,4350,Male,Loyal Customer,52,Business Travel,Business,2957,2,2,2,2,4,5,5,4,4,4,4,3,4,4,0,29,Satisfied
85193,104986,Male,Loyal Customer,36,Business Travel,Business,337,0,1,1,2,2,4,4,2,2,2,2,5,2,3,0,3,Satisfied
57327,8895,Female,Loyal Customer,51,Business Travel,Eco Plus,622,2,1,5,1,,3,4,2,2,2,2,2,2,1,0,0,Neutral or Dissatisfied
100551,128620,Male,Loyal Customer,45,Business Travel,Business,679,4,4,4,4,4,4,5,5,5,5,5,3,5,3,2,0,Satisfied
95591,124122,Male,Loyal Customer,59,Business Travel,Business,529,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,0,Satisfied
26187,37283,Female,Loyal Customer,44,Business Travel,Business,3625,4,4,4,4,2,3,2,4,4,4,4,4,4,4,0,0,Satisfied
5162,98283,Female,Disloyal Customer,62,Business Travel,Eco,736,5,5,5,2,5,5,1,5,3,4,5,5,3,5,8,0,Satisfied
45206,93992,Male,Loyal Customer,10,Personal Travel,Eco,1315,4,4,5,3,1,5,1,1,5,2,5,4,4,1,0,0,Satisfied
101614,70387,Male,Loyal Customer,47,Business Travel,Business,1562,3,3,3,3,4,4,4,3,4,5,4,4,5,4,188,194,Satisfied
71524,31512,Male,Disloyal Customer,22,Business Travel,Eco,846,3,3,3,2,1,3,1,1,4,3,2,4,3,1,0,11,Neutral or Dissatisfied
62853,67377,Female,Loyal Customer,60,Business Travel,Business,592,4,4,4,4,2,4,5,3,3,3,3,3,3,4,0,0,Satisfied
43274,92326,Male,Loyal Customer,41,Business Travel,Business,2486,3,3,2,3,4,3,3,4,4,3,4,3,5,3,0,9,Satisfied
48628,52567,Female,Loyal Customer,39,Business Travel,Business,119,4,4,4,4,5,3,2,5,5,5,3,3,5,2,0,0,Satisfied
78917,67013,Male,Loyal Customer,42,Business Travel,Business,1995,1,1,2,1,5,5,5,4,4,4,4,5,4,4,0,0,Satisfied
46362,106478,Male,Loyal Customer,42,Business Travel,Business,1624,2,2,2,2,2,4,4,5,5,5,5,5,5,4,0,0,Satisfied
63076,36972,Male,Loyal Customer,29,Business Travel,Business,2076,3,2,3,3,4,4,4,3,4,5,5,4,5,4,131,119,Satisfied
30122,88781,Female,Loyal Customer,32,Business Travel,Eco Plus,404,2,1,1,1,2,1,2,2,1,3,3,2,4,2,0,0,Neutral or Dissatisfied
49164,87062,Male,Loyal Customer,43,Business Travel,Business,3849,5,5,5,5,4,4,4,5,5,5,5,4,5,3,0,0,Satisfied
98664,40151,Male,Loyal Customer,23,Business Travel,Business,3473,3,3,3,3,5,5,5,5,3,4,5,5,5,5,0,0,Satisfied
85341,18392,Female,Loyal Customer,23,Business Travel,Eco,378,,4,4,4,5,5,4,5,4,2,4,3,5,5,0,0,Satisfied
74827,107176,Male,Loyal Customer,70,Business Travel,Eco,402,3,2,2,2,3,3,3,3,3,5,3,4,4,3,0,0,Neutral or Dissatisfied
17604,60188,Female,Disloyal Customer,23,Business Travel,Eco Plus,1182,3,2,3,3,5,3,5,5,1,2,4,1,3,5,0,7,Neutral or Dissatisfied
49287,1094,Female,Loyal Customer,52,Personal Travel,Eco,89,4,4,4,3,,5,5,5,5,4,4,3,5,5,0,0,Satisfied
21365,8109,Female,Loyal Customer,46,Business Travel,Business,3286,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,0,Satisfied
24046,70238,Male,Loyal Customer,44,Business Travel,Business,1592,,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0,Satisfied
90937,32830,Female,Loyal Customer,23,Business Travel,Eco,163,5,1,1,1,,5,4,5,4,5,3,4,4,5,0,0,Satisfied
69462,120135,Female,Loyal Customer,41,Personal Travel,Business,1475,4,4,5,2,4,5,4,5,5,5,5,3,5,5,21,5,Satisfied
39738,53341,Male,Loyal Customer,23,Business Travel,Business,1476,5,5,5,5,5,5,5,5,2,1,3,3,2,5,14,11,Satisfied
60741,73885,Female,Loyal Customer,60,Business Travel,Business,2342,3,3,4,3,4,4,4,4,4,4,4,5,4,4,8,0,Satisfied
82949,49831,Male,Loyal Customer,39,Business Travel,Business,326,5,5,5,5,3,3,1,3,3,4,3,2,3,1,9,16,Satisfied
51915,128220,Female,Loyal Customer,25,Business Travel,Business,2444,2,5,5,5,2,3,2,2,4,2,4,1,3,2,0,0,Neutral or Dissatisfied
60884,508,Female,Loyal Customer,38,Business Travel,Business,3690,4,4,4,4,4,4,4,4,4,4,5,3,4,3,0,0,Satisfied
63688,54836,Male,Loyal Customer,47,Business Travel,Business,1558,4,4,5,4,5,4,4,4,4,4,4,5,4,4,0,0,Satisfied
36506,70335,Female,Loyal Customer,57,Business Travel,Business,2397,1,1,1,1,2,4,4,3,3,4,3,3,3,4,0,0,Satisfied
68486,2013,Female,Loyal Customer,,Business Travel,Business,733,,2,2,2,2,5,4,2,2,2,2,3,2,5,7,5,Satisfied
11106,74450,Male,Loyal Customer,40,Business Travel,Business,1548,2,2,2,2,5,4,4,4,4,4,4,4,4,3,0,0,Satisfied
4502,96004,Male,Loyal Customer,58,Business Travel,Business,2145,4,4,4,4,5,5,4,5,5,5,5,3,5,5,20,16,Satisfied
35118,96925,Male,Loyal Customer,,Business Travel,Business,488,3,3,3,3,4,4,4,4,4,4,4,4,4,4,40,24,Satisfied
45517,23679,Male,Disloyal Customer,49,Business Travel,Eco,251,4,2,3,5,4,3,4,4,5,2,5,1,5,4,22,18,Satisfied
1193,97557,Female,Loyal Customer,40,Business Travel,Business,2708,3,3,3,3,4,5,5,5,5,5,5,4,5,4,5,0,Satisfied
23467,97774,Male,Loyal Customer,53,Business Travel,Business,3398,2,2,2,2,2,5,4,4,4,5,4,5,4,5,4,6,Satisfied
76619,19648,Female,Loyal Customer,52,Business Travel,Business,763,1,1,1,1,4,5,4,5,5,4,5,5,5,4,0,0,Satisfied
375,43935,Female,Loyal Customer,37,Business Travel,Eco Plus,174,5,3,5,3,5,5,5,5,5,1,5,3,5,5,0,0,Satisfied
31622,27690,Male,Loyal Customer,38,Business Travel,Eco,707,5,5,5,5,5,5,5,5,2,3,1,5,2,5,0,0,Satisfied
1457,67805,Female,Loyal Customer,41,Business Travel,Business,1514,2,2,2,2,5,3,5,2,2,2,2,2,2,4,4,0,Satisfied
16881,34036,Male,Loyal Customer,18,Personal Travel,Eco Plus,1576,4,5,4,3,4,4,4,4,4,5,5,3,4,4,55,,Satisfied
52826,54030,Female,Loyal Customer,41,Business Travel,Business,1416,1,1,1,1,5,5,4,4,4,4,4,3,4,5,13,0,Satisfied
99470,119087,Female,Loyal Customer,56,Business Travel,Business,1020,5,5,5,5,2,5,4,5,5,5,5,4,5,4,0,0,Satisfied
82283,7335,Female,Disloyal Customer,23,Business Travel,Business,606,5,0,5,3,3,5,3,3,4,5,4,4,4,3,80,70,Satisfied
19468,67887,Male,Loyal Customer,65,Personal Travel,Eco,1235,1,5,1,1,4,1,4,4,4,2,4,3,4,4,0,0,Neutral or Dissatisfied
88404,16295,Female,Loyal Customer,38,Business Travel,Eco Plus,748,5,3,2,3,5,5,5,5,4,5,1,1,1,5,0,0,Satisfied
43641,33204,Female,Loyal Customer,31,Business Travel,Eco Plus,101,4,2,5,2,4,4,4,4,3,3,1,2,1,4,0,0,Satisfied
11839,125331,Female,Loyal Customer,56,Business Travel,Business,2872,1,1,5,1,3,4,4,5,5,5,5,4,5,4,44,43,Satisfied
46126,29894,Female,Loyal Customer,31,Business Travel,Business,2670,2,2,2,2,5,5,5,5,2,4,5,1,3,5,32,27,Satisfied
57996,4309,Male,Loyal Customer,,Business Travel,Business,2131,3,3,3,3,3,5,4,5,5,4,5,3,5,3,0,0,Satisfied
45798,115259,Male,Disloyal Customer,20,Business Travel,Eco,337,3,0,3,3,2,3,2,2,5,5,5,5,5,2,25,18,Neutral or Dissatisfied
48820,21199,Male,Loyal Customer,28,Business Travel,Business,2207,0,5,0,2,2,2,2,2,4,3,2,1,5,2,0,0,Satisfied
66532,1421,Male,Loyal Customer,11,Personal Travel,Eco Plus,270,4,0,4,5,3,4,2,3,4,5,4,3,5,3,12,0,Satisfied
78186,50574,Male,Loyal Customer,33,Personal Travel,Eco,337,5,4,5,3,1,5,1,1,1,5,3,3,3,1,22,56,Satisfied
55647,13443,Female,Loyal Customer,39,Business Travel,Business,1763,2,2,2,2,4,5,3,4,4,4,4,2,4,2,0,0,Satisfied
13543,12323,Male,Loyal Customer,59,Business Travel,Business,2364,3,1,1,1,3,3,3,3,3,2,3,3,3,1,0,0,Neutral or Dissatisfied
15782,15185,Male,Disloyal Customer,37,Business Travel,Eco,461,2,0,2,4,4,2,3,4,1,4,5,2,3,4,0,0,Neutral or Dissatisfied
1844,73609,Male,Loyal Customer,40,Business Travel,Business,192,3,3,4,3,5,4,5,4,4,4,4,3,4,3,0,0,Satisfied
86897,64318,Male,Loyal Customer,53,Business Travel,Business,1192,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0,Satisfied
92301,78332,Male,Disloyal Customer,30,Business Travel,Business,1547,5,5,5,4,4,5,4,4,5,5,5,5,5,4,0,0,Satisfied
100475,48264,Female,Loyal Customer,18,Personal Travel,Eco,259,,4,3,4,1,3,1,1,1,3,3,3,4,1,0,0,Neutral or Dissatisfied
22609,78139,Female,Loyal Customer,43,Business Travel,Business,259,2,2,2,2,5,4,4,5,5,5,5,4,5,4,6,1,Satisfied
102767,86888,Female,Loyal Customer,51,Business Travel,Business,2993,2,2,3,2,4,5,5,4,4,4,4,3,4,4,13,13,Satisfied
58032,73370,Female,Disloyal Customer,57,Business Travel,Business,1144,5,5,5,1,3,5,3,3,4,2,5,4,5,3,0,0,Satisfied
1863,71391,Female,Loyal Customer,59,Business Travel,Business,258,5,5,2,5,3,5,5,5,5,5,5,3,5,5,10,12,Satisfied
97676,40959,Male,Loyal Customer,44,Business Travel,Business,601,5,5,5,5,2,4,4,5,5,5,5,2,5,2,0,0,Satisfied
39863,12833,Female,Loyal Customer,66,Business Travel,Eco,417,5,1,1,1,4,1,2,5,5,5,5,4,5,5,0,0,Satisfied
70193,102174,Female,Loyal Customer,47,Business Travel,Business,3234,3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0,Satisfied
83560,79131,Female,Loyal Customer,42,Business Travel,Business,377,2,2,2,2,3,5,4,4,4,4,4,5,4,4,0,0,Satisfied
13067,10244,Male,Loyal Customer,46,Personal Travel,Business,429,1,0,1,3,4,5,4,2,2,1,2,5,2,5,0,0,Neutral or Dissatisfied
42680,38854,Female,Loyal Customer,39,Business Travel,Business,2153,4,3,4,4,2,5,5,4,4,4,4,4,4,5,0,0,Satisfied
59550,60969,Female,Loyal Customer,46,Personal Travel,Eco,888,,5,5,1,3,5,5,2,2,5,2,5,2,4,0,0,Satisfied
71351,20604,Male,Loyal Customer,37,Business Travel,Business,794,2,2,2,2,2,5,2,4,4,4,4,2,4,5,0,11,Satisfied
97722,3361,Female,Loyal Customer,34,Business Travel,Business,315,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,8,Satisfied
49485,97430,Female,Loyal Customer,52,Business Travel,Business,2814,5,5,1,5,4,4,5,5,5,5,5,5,5,4,15,7,Satisfied
67044,20768,Female,Loyal Customer,,Business Travel,Business,534,3,3,3,3,4,4,4,4,2,5,3,2,3,4,0,0,Satisfied
6749,77002,Female,Loyal Customer,55,Business Travel,Business,3608,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0,Satisfied
47897,120291,Female,Loyal Customer,66,Personal Travel,Eco,1576,5,4,5,2,2,3,5,3,3,5,3,4,3,3,0,0,Satisfied
90128,114385,Male,Loyal Customer,48,Business Travel,Business,853,3,1,3,3,2,4,4,4,4,4,4,4,4,3,16,12,Satisfied
55317,43345,Female,Loyal Customer,65,Business Travel,Business,347,3,3,1,3,1,2,2,4,4,4,4,4,4,4,0,5,Satisfied
77745,99190,Female,Loyal Customer,37,Personal Travel,Eco,462,3,5,2,4,4,2,4,4,3,3,4,3,4,4,22,16,Neutral or Dissatisfied
66678,113324,Male,Disloyal Customer,22,Business Travel,Business,386,,0,4,5,1,4,1,1,5,2,4,5,5,1,1,0,Satisfied
19943,47695,Male,Loyal Customer,22,Personal Travel,Eco,1334,0,5,0,5,5,0,5,5,5,2,4,5,4,5,0,0,Satisfied
8494,113328,Female,Loyal Customer,54,Business Travel,Business,3063,3,3,2,3,4,4,4,5,5,5,5,4,5,5,0,0,Satisfied
95479,18101,Female,Loyal Customer,27,Business Travel,Business,610,1,1,1,1,5,4,5,5,3,3,3,2,2,5,0,0,Satisfied
23798,77000,Female,Loyal Customer,45,Business Travel,Business,3948,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0,Satisfied
32913,119082,Male,Loyal Customer,46,Business Travel,Business,1107,5,5,4,5,4,5,4,5,5,5,5,3,5,3,1,0,Satisfied
40904,105923,Male,Loyal Customer,40,Business Travel,Business,3874,0,0,0,4,3,5,5,4,4,4,3,3,4,5,0,0,Satisfied
17501,26483,Female,Loyal Customer,49,Business Travel,Eco Plus,842,4,1,4,4,1,5,3,4,4,4,4,3,4,4,0,0,Satisfied
67869,57153,Male,Loyal Customer,44,Business Travel,Business,1824,4,4,4,4,4,4,4,5,5,5,5,4,5,4,0,0,Satisfied
54787,125294,Male,Loyal Customer,46,Business Travel,Business,4000,2,2,2,2,3,5,5,1,1,2,1,4,1,5,0,0,Satisfied
3287,4555,Female,Loyal Customer,42,Business Travel,Business,3680,2,2,2,2,3,4,4,4,4,4,4,4,4,3,0,0,Satisfied
12639,16303,Female,Loyal Customer,33,Business Travel,Business,628,5,5,5,5,4,2,3,5,5,4,5,4,5,3,0,1,Satisfied
57100,13855,Female,Loyal Customer,51,Business Travel,Eco Plus,583,2,2,2,2,2,2,4,2,2,2,2,3,2,2,0,12,Satisfied
38294,52831,Male,Loyal Customer,44,Business Travel,Business,1721,3,3,3,3,2,3,2,4,4,4,4,1,4,4,0,0,Satisfied
44685,68446,Female,Loyal Customer,51,Business Travel,Business,1303,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0,Satisfied
56765,6635,Female,Loyal Customer,51,Business Travel,Business,416,4,4,4,4,4,4,5,5,5,5,5,3,5,4,0,0,Satisfied
29341,81621,Male,Loyal Customer,41,Business Travel,Business,1142,2,2,2,2,4,5,5,5,5,5,5,5,5,4,13,19,Satisfied
29325,62210,Male,Loyal Customer,21,Personal Travel,Eco,2454,1,3,1,3,1,1,1,1,2,3,3,2,4,1,30,23,Neutral or Dissatisfied
40391,114883,Male,Loyal Customer,24,Business Travel,Business,1904,1,1,1,1,5,5,5,5,3,5,4,5,5,5,0,1,Satisfied
97928,5851,Female,Loyal Customer,24,Business Travel,Business,2726,1,1,1,1,4,4,4,4,4,3,4,3,5,4,0,0,Satisfied
65238,87436,Female,Loyal Customer,57,Business Travel,Business,3953,5,5,5,5,4,4,4,4,4,4,4,4,4,4,30,28,Satisfied
60567,88200,Female,Loyal Customer,50,Business Travel,Business,250,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,0,Satisfied
98975,19983,Male,Loyal Customer,30,Business Travel,Business,599,,5,5,5,2,2,2,2,5,1,2,1,1,2,0,0,Satisfied
76760,122136,Male,Loyal Customer,21,Personal Travel,Business,646,0,4,0,3,3,0,4,3,1,2,3,3,4,3,0,5,Satisfied
102241,60316,Female,Loyal Customer,29,Business Travel,Business,1024,1,1,2,1,5,5,5,5,4,4,5,4,5,5,1,0,Satisfied
12102,2516,Male,Loyal Customer,55,Business Travel,Business,181,3,3,5,3,3,5,4,5,5,5,4,5,5,5,0,9,Satisfied
57170,115012,Female,Loyal Customer,,Business Travel,Business,3234,4,4,4,4,5,5,5,5,5,5,5,3,5,3,94,92,Satisfied
19942,110651,Male,Loyal Customer,44,Business Travel,Business,3372,4,4,4,4,4,5,5,5,5,5,5,3,5,3,10,0,Satisfied
56159,19521,Female,Loyal Customer,57,Business Travel,Business,3382,1,1,1,1,4,4,5,4,4,5,5,4,4,3,0,0,Satisfied
